external_key,legacy_ids,content_type,canonical_title,languages,category_links,title,page_count,duration_minutes,age_range,author,dubbing,illustrator,resolution_status,target_folder
legacy-content-story-o-apartamento-sem-sono,297,STORY,O Apartamento Sem Sono,pt,pt:Audiolivros 🎧|pt:Descubra a Biblioteca 🕵🏻‍♂️|pt:Empatia e Tolerância 💞|pt:Histórias Para Dormir 😴🌙🛏️|pt:Histórias em Série 🎬|pt:Mais Populares ❤️|pt:Nossa Natureza e Vida|pt:Resolvendo Problemas 🎯,O Apartamento Sem Sono,18,5,3,Nida Nur Küçük,Horieber Oliveria,Cansu Küçükal,MATCHED,STORY-story-o-apartamento-sem-sono-o-apartamento-sem-sono
legacy-content-story-as-meias-da-flora,298,STORY,As Meias da Flora,pt,pt:Audiolivros 🎧|pt:Descubra a Biblioteca 🕵🏻‍♂️|pt:Mais Populares ❤️|pt:Resolvendo Problemas 🎯|pt:Solidariedade 🤝,As Meias da Flora,18,4,4,Biblioteca TellPal,Lynah Gouveia,Cansu Küçükal,MATCHED,STORY-story-as-meias-da-flora-as-meias-da-flora
legacy-content-story-solucos-teimosos,299,STORY,Soluços Teimosos,pt,pt:Audiolivros 🎧|pt:Descubra a Biblioteca 🕵🏻‍♂️|pt:Escolha dos Editores 🙌|pt:Mais Populares ❤️|pt:Resolvendo Problemas 🎯|pt:Solidariedade 🤝,Soluços Teimosos,21,5,5,Zeynep Çokran,Horieber Oliveria,Cansu Küçükal,MATCHED,STORY-story-solucos-teimosos-solucos-teimosos
legacy-content-story-minhoca-2-primeiro-dia-na-fazenda,300,STORY,Minhoca 2 - Primeiro Dia Na Fazenda,pt,pt:Audiolivros 🎧|pt:Descubra a Biblioteca 🕵🏻‍♂️|pt:Escolha dos Editores 🙌|pt:Histórias em Série 🎬|pt:Série Minhoca 🐛,Minhoca 2 - Primeiro Dia Na Fazenda,20,6,4,Zeynep Çokran,Horieber Oliveria,Dilan Balcı,MATCHED,STORY-story-minhoca-2-primeiro-dia-na-fazenda-minhoca-2-primeiro-dia-na-fazenda
legacy-content-story-minhoca-1-a-jornada,301,STORY,Minhoca 1 - A Jornada,pt,pt:Audiolivros 🎧|pt:Descubra a Biblioteca 🕵🏻‍♂️|pt:Escolha dos Editores 🙌|pt:Histórias em Série 🎬|pt:Série Minhoca 🐛,Minhoca 1 - A Jornada,15,5,4,Zeynep Çokran,Horieber Oliveria,Gonca Soner,MATCHED,STORY-story-minhoca-1-a-jornada-minhoca-1-a-jornada
legacy-content-story-ping-pong-com-manchas-rosadas,302,STORY,Ping-Pong com Manchas Rosadas,pt,pt:Descubra a Biblioteca 🕵🏻‍♂️|pt:Empatia e Tolerância 💞|pt:Escolha dos Editores 🙌|pt:Família e Amizade 🤗|pt:Mais Populares ❤️,Ping-Pong com Manchas Rosadas,19,4,4,Zeynep Çokran,Marina Seganfredo,Elif Boyraz,MATCHED,STORY-story-ping-pong-com-manchas-rosadas-ping-pong-com-manchas-rosadas
legacy-content-story-flarenko,131|133|303|506,STORY,Flarenko,de|en|pt|tr,de:Familie & Freundschaft 🤗|de:Kinderfavoriten 🙌|de:Natur & Entdeckung 💚🏕️🌿🌲🌳☘️|en:Audio Books 🎧|en:Empathy and Tolerance 💞|en:Family and Friendship 🤗|en:Mothers' Favorites ❤️|en:Our Nature and Life 💚🏕️🌿🌲☘️|pt:Audiolivros 🎧|pt:Descubra a Biblioteca 🕵🏻‍♂️|pt:Empatia e Tolerância 💞|pt:Família e Amizade 🤗|pt:Histórias em Inglês 🇬🇧|pt:Mais Populares ❤️|pt:Nossa Natureza e Vida|tr:Aile ve Arkadaşlık 🤗|tr:Doğa ve Keşif💚🏕️🌿🌲🌳☘️|tr:Empati ve Hoşgörü 💞|tr:Sesli Kitaplar 🎧|tr:Çocukların Favorileri 🙌|tr:İngilizce Hikayeler 🌎,Flarenko,24,6,4,Zeynep Çokran,H. Oliveira - Lynah Gouveia,Cansu Küçükal,MATCHED,STORY-story-flarenko-flarenko
legacy-content-lullaby-the-dance-of-the-stars,304|54,LULLABY,The Dance of the Stars,en|pt,en:Lullaby and Relaxing Music 😴|pt:Canções de Ninar 😴,The Dance of the Stars,1,1,1,Ali Kaan Uysal,Vibraphone,,MATCHED,LULLABY-lullaby-the-dance-of-the-stars-the-dance-of-the-stars
legacy-content-lullaby-ritmo-polar,305,LULLABY,Ritmo Polar,pt,pt:Canções de Ninar 😴,Ritmo Polar,1,1,1,Ali Kaan Uysal,Chelesta - String Orchestra,,MATCHED,LULLABY-lullaby-ritmo-polar-ritmo-polar
legacy-content-lullaby-anjos-da-melodia,306,LULLABY,Anjos da Melodia,pt,pt:Canções de Ninar 😴,Anjos da Melodia,1,1,1,Ali Kaan Uysal,Harp,,MATCHED,LULLABY-lullaby-anjos-da-melodia-anjos-da-melodia
legacy-content-lullaby-melodia-de-sonhos-tranquilos,307,LULLABY,Melodia de Sonhos Tranquilos,pt,pt:Canções de Ninar 😴,Melodia de Sonhos Tranquilos,1,1,1,Ali Kaan Uysal,Chelesta,,MATCHED,LULLABY-lullaby-melodia-de-sonhos-tranquilos-melodia-de-sonhos-tranquilos
legacy-content-lullaby-aventura-no-ceu,308,LULLABY,Aventura no Céu,pt,pt:Canções de Ninar 😴,Aventura no Céu,1,1,1,Ali Kaan Uysal,Piano - Glockenspiel,,MATCHED,LULLABY-lullaby-aventura-no-ceu-aventura-no-ceu
legacy-content-lullaby-rapsodia-infinita,309,LULLABY,Rapsódia İnfinita,pt,pt:Canções de Ninar 😴,Rapsódia İnfinita,1,1,1,Eren Coşan,Piano,,MATCHED,LULLABY-lullaby-rapsodia-infinita-rapsodia-infinita
legacy-content-lullaby-cancao-de-ninar-tradicional,310,LULLABY,Canção de Ninar Tradicional,pt,pt:Canções de Ninar 😴,Canção de Ninar Tradicional,1,1,1,Ali Kaan Uysal,Piano - Glockenspiel,,MATCHED,LULLABY-lullaby-cancao-de-ninar-tradicional-cancao-de-ninar-tradicional
legacy-content-lullaby-viagem-ao-conto-de-fadas,311,LULLABY,Viagem ao Conto de Fadas,pt,pt:Canções de Ninar 😴,Viagem ao Conto de Fadas,1,1,1,Ali Kaan Uysal,Rhodes - Glockenspiel,,MATCHED,LULLABY-lullaby-viagem-ao-conto-de-fadas-viagem-ao-conto-de-fadas
legacy-content-lullaby-sonho-ao-luar,312,LULLABY,Sonho ao Luar,pt,pt:Canções de Ninar 😴,Sonho ao Luar,1,1,1,Ali Kaan Uysal,Chelesta,,MATCHED,LULLABY-lullaby-sonho-ao-luar-sonho-ao-luar
legacy-content-lullaby-o-som-da-paz,313,LULLABY,O Som da Paz,pt,pt:Canções de Ninar 😴,O Som da Paz,1,1,1,Ali Kaan Uysal,Bell - Violin,,MATCHED,LULLABY-lullaby-o-som-da-paz-o-som-da-paz
legacy-content-lullaby-viajando-no-dream-ship,314,LULLABY,Viajando no Dream Ship,pt,pt:Canções de Ninar 😴,Viajando no Dream Ship,1,1,1,Ali Kaan Uysal,Harp,,MATCHED,LULLABY-lullaby-viajando-no-dream-ship-viajando-no-dream-ship
legacy-content-story-uma-jornada-com-um-chapeu,315,STORY,Uma Jornada com um Chapéu,pt,pt:Audiolivros 🎧|pt:Descubra a Biblioteca 🕵🏻‍♂️|pt:Família e Amizade 🤗|pt:Histórias Para Dormir 😴🌙🛏️|pt:Imaginação 💫|pt:Mais Populares ❤️,Uma Jornada com um Chapéu,18,6,3,Zeynep Çokran,Mariana Sayuri,Cansu Küçükal,MATCHED,STORY-story-uma-jornada-com-um-chapeu-uma-jornada-com-um-chapeu
legacy-content-story-petopia,316|516|77,STORY,Petopia,de|en|pt|tr,de:Emotionale Achtsamkeit ✨|de:Gute-Nacht-Geschichten 😴🌙🛏️|en:Adventure Stories 🧭|en:Audio Books 🎧|en:Emotional Awareness ✨|en:Empathy and Tolerance 💞|en:Mothers' Favorites ❤️|en:Our Nature and Life 💚🏕️🌿🌲☘️|en:Sleeping Stories 😴🌙🛏️|pt:Audiolivros 🎧|pt:Consciência Emocional ✨|pt:Descubra a Biblioteca 🕵🏻‍♂️|pt:Empatia e Tolerância 💞|pt:Histórias Para Dormir 😴🌙🛏️|pt:Histórias em Inglês 🇬🇧|tr:İngilizce Hikayeler 🌎,Petopia,21,6,7,Fajar Niazi,H. Oliveira-Lynah Gouveia,Şevval Şahin,MATCHED,STORY-story-petopia-petopia
legacy-content-story-amizade-na-ilha-paola-e-o-ourico,317,STORY,Amizade na Ilha - Paola e o Ouriço,pt,pt:Audiolivros 🎧|pt:Consciência Emocional ✨|pt:Descubra a Biblioteca 🕵🏻‍♂️|pt:Escolha dos Editores 🙌|pt:Família e Amizade 🤗,Amizade na Ilha - Paola e o Ouriço,18,5,4,Nil Akdoğan,Lynah Gouveia-H. Oliveira,Cansu Küçükal,MATCHED,STORY-story-amizade-na-ilha-paola-e-o-ourico-amizade-na-ilha-paola-e-o-ourico
legacy-content-story-o-que-esta-debaixo-do-sofa,318,STORY,O que está Debaixo do Sofá,pt,pt:Audiolivros 🎧|pt:Descubra a Biblioteca 🕵🏻‍♂️|pt:Escolha dos Editores 🙌|pt:Família e Amizade 🤗|pt:Solidariedade 🤝,O que está Debaixo do Sofá,26,8,4,Zeynep Çokran,Lynah Gouveia-H. Oliveira,Sümeyya Akyol,MATCHED,STORY-story-o-que-esta-debaixo-do-sofa-o-que-esta-debaixo-do-sofa
legacy-content-story-aa-aaa-atchim,319,STORY,Aa-Aaa-Atchim!,pt,pt:Audiolivros 🎧|pt:Ciência e Tecnologia 🌱:•.🧪|pt:Descubra a Biblioteca 🕵🏻‍♂️|pt:Escolha dos Editores 🙌|pt:Nossa Natureza e Vida,Aa-Aaa-Atchim!,21,6,4,Nida Nur Küçük,Giulia Oliveira,Sümeyya Akyol,MATCHED,STORY-story-aa-aaa-atchim-aa-aaa-atchim
legacy-content-story-minhoca-3-ola-denise,320,STORY,Minhoca 3 - Olá Denise,pt,pt:Audiolivros 🎧|pt:Descubra a Biblioteca 🕵🏻‍♂️|pt:Escolha dos Editores 🙌|pt:Histórias em Série 🎬|pt:Série Minhoca 🐛,Minhoca 3 - Olá Denise,23,6,4,Zeynep Çokran,Horieber Oliveira,Elif Boyraz,MATCHED,STORY-story-minhoca-3-ola-denise-minhoca-3-ola-denise
legacy-content-story-uma-competicao-de-danca-saborosa,321,STORY,Uma Competição de Dança Saborosa,pt,pt:Atividades e Diversão 🥳|pt:Descubra a Biblioteca 🕵🏻‍♂️|pt:Imaginação 💫|pt:Mais Populares ❤️|pt:Senso de Competição🥇🏆,Uma Competição de Dança Saborosa,13,4,3,Biblioteca TellPal,H. Oliveira-Lynah Gouveia,Dilan Balcı,MATCHED,STORY-story-uma-competicao-de-danca-saborosa-uma-competicao-de-danca-saborosa
legacy-content-story-minhoca-4-passeando-com-a-denise,322,STORY,Minhoca 4 - Passeando com a Denise,pt,pt:Descubra a Biblioteca 🕵🏻‍♂️|pt:Escolha dos Editores 🙌|pt:Histórias em Série 🎬|pt:Série Minhoca 🐛,Minhoca 4 - Passeando com a Denise,17,5,4,Zeynep Çokran,H. Oliveira-Lynah Gouveia,Elif Boyraz,MATCHED,STORY-story-minhoca-4-passeando-com-a-denise-minhoca-4-passeando-com-a-denise
legacy-content-story-o-ritmo-do-relogio,323,STORY,O Rítmo do Relógio,pt,pt:Consciência Emocional ✨|pt:Descubra a Biblioteca 🕵🏻‍♂️|pt:Histórias com Músicas 🎶|pt:Mais Populares ❤️,O Rítmo do Relógio,15,4,4,Nida Nur Küçük,Mariana Sayuri,Cansu Küçükal,MATCHED,STORY-story-o-ritmo-do-relogio-o-ritmo-do-relogio
legacy-content-story-melody-a-pardal-mensageira,324,STORY,Melody - A Pardal Mensageira,pt,pt:Descubra a Biblioteca 🕵🏻‍♂️|pt:Escolha dos Editores 🙌|pt:Histórias com Músicas 🎶|pt:Histórias em Série 🎬|pt:Mais Populares ❤️,Melody - A Pardal Mensageira,14,4,3,Nida Nur Küçük,Mariana Sayuri,Gonca Soner,MATCHED,STORY-story-melody-a-pardal-mensageira-melody-a-pardal-mensageira
legacy-content-story-alien-mia-onde-esta-meu-gorro,346,STORY,Alien Mia - Onde Está Meu Gorro,pt,pt:Audiolivros 🎧|pt:Descubra a Biblioteca 🕵🏻‍♂️|pt:Histórias Para Dormir 😴🌙🛏️|pt:Resolvendo Problemas 🎯|pt:Solidariedade 🤝,Alien Mia - Onde Está Meu Gorro,24,6,4,Nil Akdoğan,Lynah Gouveia-H. Oliveira,Türkü Deniz Malkoç,MATCHED,STORY-story-alien-mia-onde-esta-meu-gorro-alien-mia-onde-esta-meu-gorro
legacy-content-story-alex-e-ana-no-oftalmologista,347,STORY,Alex e Ana no Oftalmologista,pt,pt:Descubra a Biblioteca 🕵🏻‍♂️|pt:Empatia e Tolerância 💞|pt:Família e Amizade 🤗|pt:Histórias Informativas🔮|pt:Histórias Para Dormir 😴🌙🛏️,Alex e Ana no Oftalmologista,22,5,4,Zeynep Çokran,Marina Seganfredo,Hilal Yılmaz,MATCHED,STORY-story-alex-e-ana-no-oftalmologista-alex-e-ana-no-oftalmologista
legacy-content-story-viagem-para-a-terra-do-algodao,348,STORY,Viagem para a Terra do Algodão,pt,pt:Audiolivros 🎧|pt:Descubra a Biblioteca 🕵🏻‍♂️|pt:Escolha dos Editores 🙌|pt:Mais Populares ❤️|pt:Solidariedade 🤝,Viagem para a Terra do Algodão,14,4,3,Zeynep Çokran,Nato Vieira,Hilal Yılmaz,MATCHED,STORY-story-viagem-para-a-terra-do-algodao-viagem-para-a-terra-do-algodao
legacy-content-story-vestindo-estrelas,349,STORY,Vestindo Estrelas,pt,pt:Audiolivros 🎧|pt:Consciência Emocional ✨|pt:Descubra a Biblioteca 🕵🏻‍♂️|pt:Escolha dos Editores 🙌|pt:Família e Amizade 🤗|pt:Solidariedade 🤝,Vestindo Estrelas,14,3,4,Zeynep Çokran,Lynah Gouveia-H. Oliveira,Dilan Balcı,MATCHED,STORY-story-vestindo-estrelas-vestindo-estrelas
legacy-content-story-pergunta-do-dia,350,STORY,Pergunta do Dia,pt,pt:Audiolivros 🎧|pt:Descubra a Biblioteca 🕵🏻‍♂️|pt:Família e Amizade 🤗|pt:Histórias Informativas🔮|pt:Histórias Para Dormir 😴🌙🛏️,Pergunta do Dia,18,6,4,Biblioteca TellPal,Horieber Oliveira,Şevval Şahin,MATCHED,STORY-story-pergunta-do-dia-pergunta-do-dia
legacy-content-story-rumo-ao-topo-da-arvore,351,STORY,Rumo ao Topo da Árvore,pt,pt:Audiolivros 🎧|pt:Confiança e Coragem 💪|pt:Descubra a Biblioteca 🕵🏻‍♂️|pt:Empatia e Tolerância 💞|pt:Imaginação 💫,Rumo ao Topo da Árvore,24,6,4,Nil Akdoğan,Mickael Pecktor,Sümeyya Akyol,MATCHED,STORY-story-rumo-ao-topo-da-arvore-rumo-ao-topo-da-arvore
legacy-content-story-um-caracol-na-minha-lavanda,352,STORY,Um Caracol na Minha Lavanda,pt,pt:Audiolivros 🎧|pt:Descubra a Biblioteca 🕵🏻‍♂️|pt:Empatia e Tolerância 💞|pt:Família e Amizade 🤗|pt:Histórias Para Dormir 😴🌙🛏️,Um Caracol na Minha Lavanda,18,6,4,Nil Akdoğan,Horieber Oliveira,Şevval Şahin,MATCHED,STORY-story-um-caracol-na-minha-lavanda-um-caracol-na-minha-lavanda
legacy-content-story-os-super-detetives,353,STORY,Os Super Detetives,pt,pt:Confiança e Coragem 💪|pt:Descubra a Biblioteca 🕵🏻‍♂️|pt:Escolha dos Editores 🙌|pt:Histórias em Série 🎬|pt:Resolvendo Problemas 🎯|pt:Solidariedade 🤝,Os Super Detetives,26,10,5,Nida Nur Küçük,H. Oliveira-Lynah Gouveia,Sümeyya Akyol,MATCHED,STORY-story-os-super-detetives-os-super-detetives
legacy-content-story-as-aventuras-da-fada-linda,354,STORY,As Aventuras da Fada Linda,pt,pt:Audiolivros 🎧|pt:Descubra a Biblioteca 🕵🏻‍♂️|pt:Escolha dos Editores 🙌|pt:Histórias em Série 🎬|pt:Imaginação 💫|pt:Resolvendo Problemas 🎯,As Aventuras da Fada Linda,18,6,4,Nil Akdoğan,Lynah Gouveia,Şevval Şahin,MATCHED,STORY-story-as-aventuras-da-fada-linda-as-aventuras-da-fada-linda
legacy-content-story-as-cores-do-arco-iris,355,STORY,As Cores do Arco-Íris,pt,pt:Descubra a Biblioteca 🕵🏻‍♂️|pt:Escolha dos Editores 🙌|pt:Solidariedade 🤝,As Cores do Arco-Íris,16,3,3,Nida Nur Küçük,Mylenna Stanizio - H. Oliveira,Dilan Balcı,MATCHED,STORY-story-as-cores-do-arco-iris-as-cores-do-arco-iris
legacy-content-story-a-cidade-dos-opostos,356,STORY,A Cidade dos Opostos,pt,pt:Descubra a Biblioteca 🕵🏻‍♂️|pt:Escolha dos Editores 🙌|pt:Histórias Informativas🔮|pt:Histórias Para Dormir 😴🌙🛏️|pt:Nossa Natureza e Vida,A Cidade dos Opostos,21,9,4,Nida Nur Küçük,Nato Vieira,Kübra Uslular Demir,MATCHED,STORY-story-a-cidade-dos-opostos-a-cidade-dos-opostos
legacy-content-story-o-gamba-cheirinho,357,STORY,O Gambá Cheirinho,pt,pt:Consciência Emocional ✨|pt:Descubra a Biblioteca 🕵🏻‍♂️|pt:Empatia e Tolerância 💞|pt:Família e Amizade 🤗|pt:Mais Populares ❤️,O Gambá Cheirinho,17,1,1,Biblioteca TellPal,Giulia Oliveira,Türkü Deniz Malkoç,MATCHED,STORY-story-o-gamba-cheirinho-o-gamba-cheirinho
legacy-content-story-pofuduk-m-s-r-pops,361,STORY,Pofuduk Mısır Pops,tr,tr:Aile ve Arkadaşlık 🤗|tr:Bilim 🌱:•.🧪|tr:Ebeveynlerin Favorileri ❤️|tr:Hayal Gücü ve Yaratıcılık 💫|tr:Sesli Kitaplar 🎧,Pofuduk Mısır Pops,23,6,5,Nida Nur Küçük,Eren Coşan,Cansu Küçükal,MATCHED,STORY-story-pofuduk-m-s-r-pops-pofuduk-m-s-r-pops
legacy-content-story-puffy-pops,362,STORY,Puffy Pops,en|pt|tr,en:Audio Books 🎧|en:Brand New Stories⭐|en:Editors' Pick 🙌|pt:Histórias em Inglês 🇬🇧|tr:İngilizce Hikayeler 🌎,Puffy Pops,23,6,5,Nida Nur Küçük,Mariah Kerr,Cansu Küçükal,MATCHED,STORY-story-puffy-pops-puffy-pops
legacy-content-story-robot-robby-ve-pufi-is-bas-nda,363,STORY,Robot Robby ve Pufi İş Başında,tr,tr:Ebeveynlerin Favorileri ❤️|tr:Paylaşma ve İş Birliği 🤝|tr:Sesli Kitaplar 🎧|tr:Öğretici Hikayeler 🔮,Robot Robby ve Pufi İş Başında,23,7,4,Nida Nur Küçük,Serkan Korkmaz,Elif Boyraz,MATCHED,STORY-story-robot-robby-ve-pufi-is-bas-nda-robot-robby-ve-pufi-is-bas-nda
legacy-content-story-robot-robby-and-toffee-on-duty,364,STORY,Robot Robby and Toffee On Duty,en|pt|tr,en:Audio Books 🎧|en:Brand New Stories⭐|en:Editors' Pick 🙌|pt:Histórias em Inglês 🇬🇧|tr:İngilizce Hikayeler 🌎,Robot Robby and Toffee On Duty,23,7,4,Nida Nur Küçük,Christian Menza,Elif Boyraz,MATCHED,STORY-story-robot-robby-and-toffee-on-duty-robot-robby-and-toffee-on-duty
legacy-content-story-z-t-giller-kasabas,365,STORY,Zıt-Giller Kasabası,tr,tr:Doğa ve Keşif💚🏕️🌿🌲🌳☘️|tr:Ebeveynlerin Favorileri ❤️|tr:Etkinlik ve Eğlence 🥳|tr:Sesli Kitaplar 🎧|tr:Yepyeni Hikayeler ⭐|tr:Çocukların Favorileri 🙌|tr:Öğretici Hikayeler 🔮,Zıt-Giller Kasabası,21,8,4,Nida Nur Küçük,Ebru Tinçer,Kübra Uslular Demir,MATCHED,STORY-story-z-t-giller-kasabas-z-t-giller-kasabas
legacy-content-story-robo-robison-e-gata-aveia-ao-trabalho,377,STORY,Robô Robison e Gata Aveia ao Trabalho,pt,pt:Ciência e Tecnologia 🌱:•.🧪|pt:Descubra a Biblioteca 🕵🏻‍♂️|pt:Escolha dos Editores 🙌|pt:Histórias Informativas🔮,Robô Robison e Gata Aveia ao Trabalho,23,8,4,Nida Nur Küçük,Eduardo Rocha - Mariana Sayuri,Elif Boyraz,MATCHED,STORY-story-robo-robison-e-gata-aveia-ao-trabalho-robo-robison-e-gata-aveia-ao-trabalho
legacy-content-story-um-deslizar-no-ceu,378,STORY,Um Deslizar no Céu,pt,pt:Ciência e Tecnologia 🌱:•.🧪|pt:Descubra a Biblioteca 🕵🏻‍♂️|pt:Resolvendo Problemas 🎯|pt:Solidariedade 🤝,Um Deslizar no Céu,26,6,3,Biblioteca TellPal,Giulia Oliveira,Şevval Şahin,MATCHED,STORY-story-um-deslizar-no-ceu-um-deslizar-no-ceu
legacy-content-story-o-bolo-de-aniversario-da-corca-nina,379,STORY,O Bolo de Aniversário da Corça Nina,pt,pt:Atividades e Diversão 🥳|pt:Audiolivros 🎧|pt:Descubra a Biblioteca 🕵🏻‍♂️|pt:Histórias em Série 🎬|pt:Solidariedade 🤝,O Bolo de Aniversário da Corça Nina,20,6,4,Nida Nur Küçük,H. Oliveira - Lynah Gouveia,Cansu Küçükal,MATCHED,STORY-story-o-bolo-de-aniversario-da-corca-nina-o-bolo-de-aniversario-da-corca-nina
legacy-content-story-viva-eu-tambem-sou-diferente,380,STORY,Viva! Eu Também sou Diferente!,pt,pt:Consciência Emocional ✨|pt:Descubra a Biblioteca 🕵🏻‍♂️|pt:Empatia e Tolerância 💞|pt:Família e Amizade 🤗,Viva! Eu Também sou Diferente!,15,3,3,Nil Akdoğan,Lizyanne Moraes,Sümeyya Akyol,MATCHED,STORY-story-viva-eu-tambem-sou-diferente-viva-eu-tambem-sou-diferente
legacy-content-story-a-escuridao-e-divertida,381,STORY,A Escuridão é Divertida,pt,pt:Audiolivros 🎧|pt:Descubra a Biblioteca 🕵🏻‍♂️|pt:Família e Amizade 🤗|pt:Histórias Informativas🔮|pt:Mais Populares ❤️,A Escuridão é Divertida,14,2,3,Nida Nur Küçük,Isabella Denelle,Türkü Deniz Malkoç,MATCHED,STORY-story-a-escuridao-e-divertida-a-escuridao-e-divertida
legacy-content-story-the-opposites-town,382,STORY,The Opposites-Town,en|pt|tr,en:Audio Books 🎧|en:Brand New Stories⭐|en:Editors' Pick 🙌|en:Mothers' Favorites ❤️|en:Problem Solving Skills 🎯|pt:Histórias em Inglês 🇬🇧|tr:Empati ve Hoşgörü 💞|tr:İngilizce Hikayeler 🌎,The Opposites-Town,21,8,4,Nida Nur Küçük,Mariah Kerr,Kübra Uslular Demir,MATCHED,STORY-story-the-opposites-town-the-opposites-town
legacy-content-story-super-dedektifler-2,383,STORY,Süper Dedektifler 2,tr,tr:Paylaşma ve İş Birliği 🤝|tr:Problem Çözme Becerisi 🎯|tr:Seri Hikayeler 🧭|tr:Sesli Kitaplar 🎧|tr:Yaza Merhaba🌞🏄|tr:Yepyeni Hikayeler ⭐|tr:Çocukların Favorileri 🙌|tr:Öz Güven ve Cesaret 💪,Süper Dedektifler 2,27,10,5,Nida Nur Küçük,Eren Coşan,Sümeyya Akyol,MATCHED,STORY-story-super-dedektifler-2-super-dedektifler-2
legacy-content-story-emilho-quer-ser-pipoca,384,STORY,Emilho quer ser Pipoca,pt,pt:Audiolivros 🎧|pt:Confiança e Coragem 💪|pt:Consciência Emocional ✨|pt:Descubra a Biblioteca 🕵🏻‍♂️|pt:Escolha dos Editores 🙌|pt:Família e Amizade 🤗,Emilho quer ser Pipoca,23,7,5,Nida Nur Küçük,Jimmy Kling - Lynah Gouveia,Cansu Küçükal,MATCHED,STORY-story-emilho-quer-ser-pipoca-emilho-quer-ser-pipoca
legacy-content-story-duda-a-carteira-veloz,385,STORY,Duda - A Carteira Veloz,pt,pt:Audiolivros 🎧|pt:Descubra a Biblioteca 🕵🏻‍♂️|pt:Empatia e Tolerância 💞|pt:Família e Amizade 🤗|pt:Histórias em Série 🎬|pt:Resolvendo Problemas 🎯,Duda - A Carteira Veloz,14,4,3,Nida Nur Küçük,H. Oliveira - L. Gouveia,Cansu Küçükal,MATCHED,STORY-story-duda-a-carteira-veloz-duda-a-carteira-veloz
legacy-content-story-a-detetive-lilica,386,STORY,A Detetive Lilica,pt,pt:Audiolivros 🎧|pt:Descubra a Biblioteca 🕵🏻‍♂️|pt:Escolha dos Editores 🙌,A Detetive Lilica,20,5,6,Zeynep Çokran,Lynah Gouveia,Cansu Küçükal,MATCHED,STORY-story-a-detetive-lilica-a-detetive-lilica
legacy-content-story-as-aventuras-da-fada-linda-2-a-terra-do-lago-magico,387,STORY,As Aventuras da Fada Linda 2 - A Terra do Lago Mágico,pt,pt:Descubra a Biblioteca 🕵🏻‍♂️|pt:Escolha dos Editores 🙌|pt:Histórias em Série 🎬|pt:Imaginação 💫|pt:Resolvendo Problemas 🎯,As Aventuras da Fada Linda 2 - A Terra do Lago Mágico,17,5,4,Nil Akdoğan,H. Oliveira - L. Gouveia,Şevval Şahin,MATCHED,STORY-story-as-aventuras-da-fada-linda-2-a-terra-do-lago-magico-as-aventuras-da-fada-linda-2-a-terra-do-lago-magico
legacy-content-story-baile-de-encontro-intercontinental,388,STORY,Baile de Encontro Intercontinental,pt,pt:Audiolivros 🎧|pt:Descubra a Biblioteca 🕵🏻‍♂️|pt:Empatia e Tolerância 💞|pt:Nossa Natureza e Vida|pt:Senso de Competição🥇🏆,Baile de Encontro Intercontinental,17,5,4,Nil Akdoğan,Lynah Gouveia,Şevval Şahin,MATCHED,STORY-story-baile-de-encontro-intercontinental-baile-de-encontro-intercontinental
legacy-content-story-super-detectives-2,389,STORY,Super Detectives 2,en|pt|tr,en:Audio Books 🎧|en:Brand New Stories⭐|en:Confidence and Courage 💪|en:Editors' Pick 🙌|en:Problem Solving Skills 🎯|pt:Histórias em Inglês 🇬🇧|tr:İngilizce Hikayeler 🌎,Super Detectives 2,27,10,5,Nida Nur Küçük,Christian Menza,Sümeyya Akyol,MATCHED,STORY-story-super-detectives-2-super-detectives-2
legacy-content-story-os-super-detetives-2,390,STORY,Os Super Detetives 2,pt,pt:Audiolivros 🎧|pt:Descubra a Biblioteca 🕵🏻‍♂️|pt:Escolha dos Editores 🙌|pt:Histórias em Série 🎬|pt:Imaginação 💫|pt:Solidariedade 🤝,Os Super Detetives 2,27,10,5,Nida Nur Küçük,Horieber Oliveira - L. Gouveia,Sümeyya Akyol,MATCHED,STORY-story-os-super-detetives-2-os-super-detetives-2
legacy-content-story-os-travesseiros-fofinhos-da-vovo,391,STORY,Os Travesseiros Fofinhos da Vovó,pt,pt:Atividades e Diversão 🥳|pt:Audiolivros 🎧|pt:Descubra a Biblioteca 🕵🏻‍♂️|pt:Empatia e Tolerância 💞|pt:Família e Amizade 🤗|pt:Histórias Para Dormir 😴🌙🛏️,Os Travesseiros Fofinhos da Vovó,10,4,3,Nil Akdoğan,Lynah Gouveia - H. Oliveira,Türkü Deniz Malkoç,MATCHED,STORY-story-os-travesseiros-fofinhos-da-vovo-os-travesseiros-fofinhos-da-vovo
legacy-content-story-o-farol-e-o-navio-perdido,392,STORY,O Farol e o Navio Perdido,pt,pt:Audiolivros 🎧|pt:Confiança e Coragem 💪|pt:Descubra a Biblioteca 🕵🏻‍♂️,O Farol e o Navio Perdido,15,4,4,Biblioteca TellPal,Horieber Oliveira,Şevval Şahin,MATCHED,STORY-story-o-farol-e-o-navio-perdido-o-farol-e-o-navio-perdido
